txid,index,status,protocol,payee,lastseen,activeseconds,lastpaidtime,lastpaidblock,IP
8843d6ebf16a655122f67ca96b3eae15b0e581904007b833988908d87b97b845,22,ENABLED,90024,SPRnkYVnL7tzGdRv85FzmUEyuqG7hMnVSn,1519146016,1747344,1518953690,327756,54.39.12.4:9678
7ef6626096ecdf4d77100622d6f0aed7dbd85b08937d783be04f7dcd179340e4,0,ENABLED,90024,SfH8b3vjGBQe6qFTHxUCRAoCdRQ8GDXBqk,1519146370,2181437,1518956653,327806,78.46.225.180:9678
bba5aa0ecd35e1feb4feb99b304cb6ca107df31f0648964bd83c0b98c74245a3,0,ENABLED,90024,SjV7mRv5DBKhLJxfGNNhGuD8kyUu2ZYxXb,1519146331,1768874,1518938968,327459,128.199.156.235:9678
da528e07c57123612e502d375c0bc64c85e0fc163c6946196f47157bcbb4f33c,16,ENABLED,90024,SSci3LgxSag71dT9YtDC9rBjLDySXVg8RY,1519146391,1541982,1519090799,330232,54.39.39.201:9678
394928d85a05abffc538583ad22a91e91534dadce04e6536ff99dc34211a8b70,63,ENABLED,90024,SZQB4eoW8cZjdJBhXzjhGA6mdeWykF4D2Y,1519146360,1710981,1518924686,327207,54.39.12.96:9678
643ef20924514064b5a0ddeeb9e6dfb5ddc0421a98756e39af0f6a28ebf52f59,1,ENABLED,90024,ScWi6HWWJ99jxTuizYqBQpsqVDzhvTYJmM,1519146071,130459,0,0,198.199.109.137:9678
6f81d77f55a4e104e9831c092d9639999b5b7395e14e6332bc100ac4bdb71604,1,ENABLED,90024,SciEJ2W7Brnb7DBAqtUy4N9bmC9LM4Cvp1,1519145955,2972261,1518716037,323426,45.77.94.88:9678
d4887968c4b9c34f11bcae9b15fe3cd1da8c717c89045dc31db142c4f44852b2,0,ENABLED,90024,SVzAopxTo5qaD2o4su8zGW6ye3Af72xJbi,1519146371,799526,0,0,45.63.24.23:9678
2c0b5de533168b864fce42292660cec7e971c4b552a56717e2b2f08e727b74fd,0,ENABLED,90024,STxnkEKhJF7XC8gdYm44vZw7avEp114W69,1519145896,1757848,1518773450,324454,159.65.25.202:9678
588b2c0dd071a8d1ca811f8fb318d15e8cb70e7f86d326fe1aa8fe34ca8bd908,1,ENABLED,90024,SREsrCZvu9gFTKWERdYwrABMGG4jq3SgWx,1519145400,2071195,1518818523,325172,94.81.157.143:9678
da528e07c57123612e502d375c0bc64c85e0fc163c6946196f47157bcbb4f33c,8,ENABLED,90024,SkZZkjXaZNyoSg15jUjPPAf2c2y4EGr6QV,1519146266,1541858,0,0,54.39.39.193:9678
85c6eee1795b572867e73eb98587867fbe9ed771179f6c9c044c9058c282e42c,7,ENABLED,90024,SfXWhJWMfbUNLNKicLGqjCT3NKvARQR6Z1,1519146125,1701320,1518882835,326384,45.32.245.188:9678
8843d6ebf16a655122f67ca96b3eae15b0e581904007b833988908d87b97b845,8,ENABLED,90024,SimwyADtqwtjcemrssNtV1j4Y7EkDTL7dz,1519146213,1165265,1518486525,319268,144.217.235.119:9678
8d76ae47608a00270d4dd772b74d85595d57c247422473643666247c5a3b5d4e,1,ENABLED,90024,SNNf8Atz9Gg86Gakz6zpjE8ksgmgDfLGQQ,1519146406,2116149,1519023458,329041,107.191.45.124:9678
52b82be1d638d1d258f995181ee2a61d2a0a44c1247e671b14a60be823ab6e64,1,NEW_START_REQUIRED,90024,SUy5tBZTmFZB4kve2m5TnEpwESaK9xRNUX,1519106643,3306315,1518719434,323477,45.76.62.189:9678
9dfdef9e1147c3cb55242165363417ef4b7f530b0e2f5f48368307967c42d1de,0,ENABLED,90024,SP1EJ5NXrsWXNNF3b4uDM7V5vJJJEtG6zp,1519146190,1215732,0,0,198.13.60.23:9678
74462b185d7e4bf5aad2f78f4058cfcfa5f110005b0fe4fd729fc4257db973fa,0,ENABLED,90024,SRjx4BrjE8bWDN5mSrQfEYuG5BoQeMudAE,1519146427,1791664,1519077657,330039,136.144.189.196:9678
4c8590ce4901b92989459b80e7bb1cf4fde62f63e9ccd6422d4a9f8458799b7b,0,ENABLED,90024,SipRcu56ZvFhcYBqCWitg1MSeDveMYqrDL,1519146086,487805,1518703346,323183,31.220.61.28:9678
38da008f7b0de5777d24707bc730ef209b4e2f6e1cb4b566e6bdbf82f7f68d8f,0,ENABLED,90024,Sda6qpoZbAJq4CQVtKr3PrsiN4Ur1mcb72,1519146075,356389,0,0,52.66.129.105:9678
95360e3ee52293d5bf1fc322cf6a09df9a1226d112ccf0175d5c5dc6a96e4d40,1,ENABLED,90024,SV4qUwBJ4shoEbqhrykzT8Eo8dUgH1FA5W,1519146342,403413,0,0,45.77.59.178:9678
f43267c239ad2d1c728950e91edd59c5e8751d7b3add0713bbbed508273e6909,16,NEW_START_REQUIRED,90024,SUEvhzXmBSu7evajxo4cSBjBGLvNRY7H9p,1519125557,290912,0,0,54.38.63.147:9678
923fb18a37c0bc9105b04f9f6813489815c5400ac4889044ae67cbb0749dcbc6,0,ENABLED,90024,SdTPNSVmaFTqXtK9siPAphHPrQKdrTVj7Q,1519146404,123465,0,0,185.221.152.219:9678
800b754c7e5fd6f4db4a7645703cf16ec8a24751559edfa3fd0bfed45cd2f910,1,ENABLED,90024,STmcuccbXLEAzJ8qBijHShjQ31XTy4DksL,1519145991,1781547,1518691238,322958,45.32.88.87:9678
e8424f10ef1eb1c67444409bbd94a913bd9863497ac4a6f80fe78c9361d1c617,1,ENABLED,90024,Sd9wBwyEFYtUgAFiddWeFDcCqEoGG6xZYt,1519146410,40738,0,0,209.250.249.182:9678
9fbe88d49581c023170f49dc7603f76a7b7a87e070830b9e8491dd14df5aefb0,1,ENABLED,90024,SYYVMQSnNKbp9uN5kHEo8zjcZAim3bD3EM,1519146444,488191,0,0,31.220.61.119:9678
c0af6c850e643f804e66711c99f83c400bcaf548cafb4cea96fc9a43d33d6da4,1,ENABLED,90024,ScPZWHUc7hvieYYjNF7paPwqrzBYu4TmsP,1519146021,498981,0,0,31.220.61.101:9678
5cff410843095576cfed4e01a8d3219ca659a1b82988ff8305217194bc2c7009,0,ENABLED,90024,ShdBTyomeKwzGznrCEN17dj3GUrzZpFtCt,1519146389,832728,1518839565,325641,31.220.60.166:9678
05b382d74da984f2807198d8c9098c210840446df0c4b39e5c54f9ca253aafb9,1,ENABLED,90024,SMQEBfcsPeHock2RaBWjcQsvYi7SgsDf2X,1519146279,1825564,1518958107,327833,198.13.53.181:9678
e387ded3583f9365ace1d75abaf776ed851706afbe82deaa02236ce5ce1ddd0b,0,ENABLED,90024,SPK7KkKHEe5NuF49k7AnQ63EbBjKh5wdV8,1519146009,668589,0,0,199.247.0.138:9678
85638b68c2886c784fa705b22b6a8ecded67439672f5ff67d794fecfbdc79dd3,1,ENABLED,90024,ShFPNKpymmQRLLoZ1BYHxp9EfTMp353Ddp,1519145890,2576506,1519143002,331195,45.32.207.32:9678
e0c2beb8648fa7220d261678ec420f4652ea6edff672a021290890f0b796eded,0,ENABLED,90024,SabeqS6FgZUyjFhvohriuWdixh2xJ4As3f,1519145871,2301985,1518930610,327308,207.148.9.2:9678
cea4e12102b8615bd2fc75211ac6f5e75f9cae344f89508de3c88f30ca1771be,0,ENABLED,90024,SYeMDAo6tDw6HAydDZwYnf5UDQepVbhBiE,1519146184,564269,0,0,178.63.162.101:9678
8da0f37dd9abab7a06cc3177f1c496c466d3b5f8a83f4dcf36d89af8abca7f58,1,ENABLED,90024,SZgXwKnAraWzrPi42smWv4P9mUJFSn8Q9g,1519146315,1870086,1518710397,323324,104.238.191.55:9678
26d255b931102258d249cf5954b7a9b6099a3294d462f5bbbc2b82d40bfcf9bc,1,ENABLED,90024,SZ4xngLuify2H3SfPP94eypfajZaVZESEF,1519145958,2553581,1518994636,328531,45.77.51.147:9678
896df3c78ba61c3d4de6801660a530b9d28d946a3ed81aee1fdff09f1851f1dd,1,ENABLED,90024,SRoh8QsaLLUXfNAcVoqgPgfvC8qqrvxcPN,1519146123,1443720,0,0,45.77.165.177:9678
22926f723aef55676dbcc5ddb714ca52922e7db7e1d352bb129c81dea1296e1a,1,ENABLED,90024,SiCJLdTPG4ppF8cNtAVWMJ9QCPsPyTJyq6,1519145975,3386243,1518892423,326591,45.32.131.208:9678
0fa31846bbcd27e9243ccda062b189c781d8c4e246bd2160518202363f63f53b,0,ENABLED,90024,ST1aN6z8e4FC5v6StLfGGJgUDHsDmLRwX2,1519146467,1458021,1519127515,330893,64.34.218.30:9678
636eb377efd14c37273840fc8b70468983fae898741b2c22c725aa24ff49702d,1,EXPIRED,90024,ShALwPeNHiLtMnJWYGhPHeh6Km3iq88n6B,1519138599,0,1518733135,323755,145.131.31.154:9678
e7adc07b5bfe8565be29f6f668feb5c5e4582108e214eadb9b230644594c5ab2,0,ENABLED,90024,SgGwuJjVu1aHotsDGFJG8auT9uB7tGbGjo,1519146464,1150641,0,0,76.74.219.156:9678
ec4100cde48275513a0f01a7ed33f1dcf99241b65eda835e6b23e587f7883029,7,ENABLED,90024,SSWfKeVDA5iinQN3jwcorXP1o4WR1PZASB,1519145871,1037579,0,0,54.37.155.64:9678
f8bb0d931a55f0a3bc40479cccbe8e337a9dbad50934513f7d4296353dfefdf5,0,ENABLED,90024,SfL6xSbZV4nzQo7QKSpDHB7i1UaD6gUSwv,1519145936,25321,1518849536,325850,178.62.250.89:9678
72485b188d8df9ad2a9cad2150dc1113c463df387357dc8a6b0d382f32bf776e,1,ENABLED,90024,ShNcgdRAa836NeacVd39msyzU6hnwzBBEo,1519145873,664764,0,0,45.77.172.137:9678
2c51c065d2ab1eabc740b0c6e50f65d53ae57b379c47e7e44388d47caea78645,1,ENABLED,90024,SkPChBSTmfJh2ciLQEbF3AJh8GEAdYHaqf,1519145924,443351,0,0,199.247.19.205:9678
417b58501a2935fa891c95f8720370d8f88eba875f28659ee662916662b06f58,1,ENABLED,90024,SigQrkSkJLAndttbzg2sWzqUG1QrXkohno,1519146047,3270310,1518963843,327939,34.208.176.114:9678
cb4111ed6949006da51114467089a46b595754884167082f80cc743af647d391,0,ENABLED,90024,SMTFdHHjJsu6JYHpxnJXSHPsWQFC8xeAqT,1519145892,96784,0,0,51.15.143.8:9678
249b33f8aab2641ddc08f250076ae6d9794d1140757ba4cef761faddfd7f0007,0,ENABLED,90024,SZg3Zsidb1nynLn8iC8EvwWbqXgdEFuP45,1519146260,503943,0,0,45.32.148.97:9678
32058aa94af20b934c290c639c76faaf7e2240270d4fbfcc1369bf736ee6adbe,1,ENABLED,90024,SZdeR1LvVKwqAmuVoMXqkF9mttmic8gru9,1519146285,1386036,0,0,45.77.211.57:9678
80e1e1b7f576dd8baf30ae1dce7b251bd5349d0d13d17e0667b5ad072bf856c9,0,NEW_START_REQUIRED,90024,SYZX8SnSnPqHKYbanCGsRJaruFxKXhbHDz,1518634222,2340349,0,0,83.96.203.89:9678
5e46bf74efa9848aa8a3c4455fd6729320dd96875142afd9387b9b175deb0095,0,ENABLED,90024,Sfo7v6UCjqUwABY8zNuqVuYsSceJD51rjJ,1519145960,683714,0,0,45.32.225.73:9678
9ffdb179886701dc7fbf9f010839bad6a261ae3ac0e8871664d5150b6d7f03fd,0,ENABLED,90024,SkSaY6JHMjJWf5jh7LdpV6neqCP76q9ekZ,1519146281,3482442,1518759914,324226,217.61.105.174:9678
e116f77c923ee4a0eace8ad447d34d1ae739d23d5ea994426c14694982f424cd,0,ENABLED,90024,Sbgf4mcsspd1mqRQeSKS3Mjk6wsCvtfv5k,1519146332,1400343,0,0,45.32.179.238:9678
3e2d11b6960e16ed71b8e2ffff9877e23c462801cca354345888fa1a01c280db,1,ENABLED,90024,SSxrXZDYbrRbngEcHWok1Mw4uwssCekfrF,1519146082,1958185,1518823104,325259,52.170.236.14:9678
fe9983ca17caebb7c5fcd8194eb3370ca236ade0c8bbb3da1992e2edb629de89,1,ENABLED,90024,SaL8dTTuhfLhuBepJFqFKkAXB8bSPy1Ses,1519146078,1768724,1518798705,324899,159.65.6.45:9678
538c155beebc4598c02a84c24d2eb2ac3c0286d0b89b6de0d60dbf20403bf36b,0,ENABLED,90024,Sh2nuJjMp3i5aoqzZNtaLXZKQxC7iPmyA3,1519146073,1377112,1519140512,331137,108.61.215.47:9678
a31f6a43923c6994709ca49b7fee38044f5c29c75d702fb06000fff4696d0d48,0,ENABLED,90024,SYC1wZuJeMQh6Uy8fTbASNgurT37X6hrnd,1519146043,679026,0,0,198.13.36.21:9678
39b19d65d5c92f82f8a3b8880741bd23abf0eb17f016f0fac71f98e58941fabd,0,ENABLED,90024,SUTGG59WH58QeAm4sFpr9Skbw8siQNoYFV,1519146260,1575436,0,0,45.77.242.67:9678
80631d77dcee8e117916852fd43b92f42573a50e85c8e6fa1ba026ca748bd9cc,0,ENABLED,90024,SMtCvd6XC6Q9WSEF194sP3w64RrGCLBdPd,1519146322,1428191,0,0,45.55.229.183:9678
074e4e646ad325b913ccbdf94bc561098699de91f72a7964e1a5873d874531c6,0,ENABLED,90024,SRQZkkxrJbxL8L9Wscx7yDjh2NZ6yjfH44,1519146401,388546,0,0,45.77.236.235:9678
31917d8a4b2cc81def0b8b4b47c5414847e386f5fbb02a8dcdc66012069e0318,0,ENABLED,90024,SMp2dJASG5eSpcNMyb7KZkuFM6F9ywW58w,1519146288,2074519,1518734265,323773,165.227.33.159:9678
e83b12acd9f26e52e7a8d46392e9fc8420672d951960072b23a87b38c1eb2169,0,ENABLED,90024,SUoS3eHX8q6BfEqrERpWVttkssQRrY3EtT,1519145999,2074230,1518750932,324050,165.227.37.5:9678
e1c309519be17a5aa4e0aa3a82a9c0bf8933a4630456e3dc20ce55b26aea8457,0,ENABLED,90024,SapRKRX6kUBJd4NC3pt9tiLXdmEx6bbR1T,1519145857,2074088,1519123761,330828,165.227.38.162:9678
857a8730ce83521c5cf364c23e4a973e95ddb913508e9e29afd13f3371e21578,1,ENABLED,90024,SYrruq9sk6BpdRPYoCeT7awYpi8dqdkruy,1519146450,1898634,1518887748,326484,207.148.8.124:9678
0698a6aac310ac33593602ed42d4ee2217e767b85883c2b743a5c952d8d0ccc9,0,ENABLED,90024,SYNh6guYgMZARx3Z2bfXWD7QYYo8sp2zS1,1519146358,1538376,1519036560,329267,45.63.71.215:9678
8f03dae24591084378d309b12da7e324a5d5e1290fde9a5c64471a21c38db36a,0,ENABLED,90024,SdDWrgmFFbhpZXgLJKvUPkWtSwDW9hkr6m,1519146444,2074675,1518778481,324560,165.227.37.6:9678
bb4c1a90a9117ca6a98d9076dda92787214dd557ab386bd5e94c3c09544d4b5c,1,ENABLED,90024,SiDggZTz8FXj3V9XkJf3eizUmp1RkCukeY,1519146182,2074413,1518973961,328142,165.227.33.230:9678
c8512d4956f787c030588140910adb407533cc69ee10b526543ad0fec2fed3bd,1,ENABLED,90024,SX7VBkMFZo7591BZm6ZfqNy9h7HXEasDTC,1519145940,1160031,0,0,104.237.130.185:9678
40404f795d961fa75690d7f99140d6f2fb8a929e62b7185c92c60635e39c4cf6,0,ENABLED,90024,SPJgR4tzQKWNNGXGyQBdWmTN4BZRebDXqo,1519146437,2074668,1518948816,327660,165.227.41.226:9678
9d6e1964ab301c2d440a9de4edbc63c35ffc94771b4dec1a0d6e4774d0d571a2,1,ENABLED,90024,SWWrhKXiygHTbnVWFjbGVUKLd7jjJBaNK1,1519146016,1244209,0,0,45.76.242.203:9678
f8082c886c9dde92ee8c2319fbd5ced5ae681a3faa5016435fb1d67c8668a1f1,1,ENABLED,90024,SdXcYy41WMJhXc4wHCYaUm1Djk2dDToeVZ,1519146216,216431,0,0,13.211.150.68:9678
38d5f27101006fb84166909b383d98dce7dc2e45215a03218530096bf566ddee,1,NEW_START_REQUIRED,90024,SZWwMAARYRdaaaegprgqonBkGdsidFNeho,1518887372,203979,0,0,54.206.117.169:9678
bcd8b1bb6c09dcb99a013c1e311e6018bce9df60b596c1f2813e44e31287c200,0,ENABLED,90024,Shyz899bf9SKk49r81GnRBtWSCKnrdzGGT,1519146171,2144631,1518844900,325769,128.199.93.144:9678
0763cc64ed6e98364b93a297ebcea7570e4dbb9ef8ca38e8ddb6b7c7bec9c600,1,ENABLED,90024,SPmWqdUdmHA6UVEmJDnXZ5hbuMRgdJnYS7,1519146385,2144845,1518808811,325024,128.199.236.23:9678
b8223a481edb42f5cf44cebb13e2e908b25f5d11269df6290859c522c091da00,1,ENABLED,90024,Sd3KQ2f3dQsrZwRMVvkkkH4LcgAQ4cLi9e,1519146009,2144469,1518797236,324876,128.199.102.235:9678
9e090730c2cf902b8d78cc86cf826fd538cf9431d1acce4122502bb9f1e18402,1,ENABLED,90024,SRJHpxkNKZ3ycs5AyEmwoMsgzAgi34RvYA,1519146108,2144568,1518708820,323290,128.199.97.1:9678
e347f9bf09f274ae79a179ca0cead439028f7cec897fb5078dcd0308a2636a03,1,ENABLED,90024,SfuEmSmwJ1DUGG9mh2XAp8b1CntbAsupaX,1519145907,2144367,1518695642,323038,128.199.186.159:9678
c866c36464dbd84158d5f43c0cfc18115073be3d8cca679337d6e6216d9f0c05,0,ENABLED,90024,SQDY33rRXaU8izGCJLHJpY2i51kdgTge6u,1519146045,2144505,1518874294,326224,128.199.205.47:9678
1d6fbdf7fa0afce53faae728672db81f0a23e8e1c210abbca80c7ed746e3710e,1,ENABLED,90024,SaKn91gLnMrBLGwAb2uuX3uB83Ukw9dwgL,1519146065,1798610,1518740602,323871,128.199.73.49:9678
16fc71a1bb8ab1c82b58943412c95e5e3b6594f0225518c65dee9fa5a995a007,1,ENABLED,90024,SMkD933DRWc5D9oCAVaoNNuvNNz6UzzTft,1519146450,1799026,1518941520,327511,159.65.12.249:9678
b2a39c79b1634d0d84bec4b5c924df76a60e1770e1dd17d4c3286ad7c3368c0e,1,ENABLED,90024,ShoPrnDR9Fv1VdvoiSExDwgmmGJVLRJEj7,1519146230,1798770,1518823938,325280,128.199.235.203:9678
f648e18545b3ca34b354bcd88833631b90230d20aa28860fa65d39d676f0e207,0,ENABLED,90024,SMatNzkLfyQSToGFAfzZRW3R4GQKVAmJKF,1519145875,1798446,0,0,159.89.206.226:9678
6fbe3bba08784072ade55a54ba55a296caf7e89ad9952b3cb3855b6a391c3008,0,ENABLED,90024,Sc8m3rHhjpFoHim3ytgVMqY4WvicLFb7ZS,1519146313,1798879,1518765669,324334,159.65.12.83:9678
02231d27dbbcff7b03d8c55dd5b68ef68036c39b0ad1204bfd0fc87c88dcd308,1,ENABLED,90024,SVGz3DwGffyErZEVjKNcR2UYUNjzNLTAfb,1519146194,1798755,1518720358,323496,159.65.12.181:9678
a14e53d44e81b5523906eb6ae44ae58a46db01960b0aadbe65b36d72890fa20d,0,ENABLED,90024,SR8PBUh8S1vYEeU5psVv9XXE8i5GpXDyRH,1519145916,1798472,1518928329,327272,159.89.193.143:9678
1942564b81ae2dcd88094aa5e35004b06d98ec5362a3549403ece94b5297c80d,1,ENABLED,90024,SYcuKMYbFG1JkuBa3JnTUFWPnCwjoXmvux,1519146219,1798769,1518793132,324837,159.89.193.179:9678
06f449d706467b7ca5ffcf4ae4480b3e60a8ba3bbad7df9521a38802adae4f75,1,ENABLED,90024,SiyKAmB1RDVwMTqLYuwTwL5V2UzG6H1CEH,1519146147,849445,0,0,144.76.16.7:9678
540c2334736dd340bfd5bd13472569e1ebe36e8ee909b08f251d7c8b5b72b9e5,0,ENABLED,90024,SjV4zhsACA2kV7t7J2wkYDaoq98BVSspNG,1519146400,105085,0,0,40.84.224.165:9678
685f11f4b76640ee73f3a7b471bae5062ad812519124e2c0ddb068be216b0c47,0,ENABLED,90024,SNf2ot26NJGxpfZHNVHMLTDQ6MGfLvXeH9,1519146377,2168007,1518756491,324151,5.189.146.224:9678
339fb6ee03a3081482761008710352a21fa6c224a3fbf963f9e5c5d5548467fc,0,ENABLED,90024,SVWyVQVws4iNTf6E2xJeWmGA3XBNMj4vwZ,1519145899,3485931,1519088018,330179,45.32.114.51:9678
081193f62e8d3125a075a73b527cf8a1633e36b6d0c833103395fc4cc120fd43,1,ENABLED,90024,SU5wqvGBsGmpkCj7pFGWp2Zx1yxqJW3kky,1519146049,3487448,1518751893,324072,213.220.214.66:9678
85369c4523aebbd1485fe46908c01bd18cf467ea16960b10e6cb4c1c81be59b7,1,ENABLED,90024,SRdPiPC5ApRJeDvyfP4pHjg9FquGaHMAUc,1519146324,1759044,1518829802,325417,45.77.191.101:9678
32573a3622905f7140231f6f2b7b24d7b87679f6f05661d72b3af104bd136425,0,ENABLED,90024,SXjuiYKxC8naCkDqQDdVr5etsuNoKDyRrA,1519146148,301588,0,0,159.203.99.7:9678
b182c85e7dd85cd99ca59f85997bfe694f003acc896f16aa6b7678655843b4a2,1,ENABLED,90024,Sj6R6VqTfpNQycUVaDfaSsYZ9dWy4eDgfV,1519146034,124605,1518915363,327044,54.69.142.91:9678
339fb6ee03a3081482761008710352a21fa6c224a3fbf963f9e5c5d5548467fc,1,ENABLED,90024,SV4vpg99xjFB4EDiqxea2RCbc96mAeZbP2,1519146367,3486399,1518797964,324888,45.76.49.73:9678
38f2e6344fb2cbf975b34e9d59a12b0d381fe10b31e5086cd1b9812c64e147a3,1,ENABLED,90024,SevFvqm9uCaPZ7kkcow4oG1TxMdEvASNUt,1519146006,1594310,1518947563,327633,207.148.13.75:9678
fdc2c59cf238d17907dc41567153b1b800898bf4f0a336ccfd2a23657ea1a40f,0,ENABLED,90024,SRo4bnuMpwE4e9EC92bjH9YH3H5JkGMCJP,1519146312,1798848,1518800744,324923,159.65.2.115:9678
17d0b0567f4aba7af817b2b9025ff01cf27386ff743bf76b386daf32b2ef3812,0,ENABLED,90024,STa4DsjnzUGzPWcGDVbDkDoY9e1zpCAqN7,1519146129,1798660,1519117563,330704,159.65.12.250:9678
33260887054377b855e11ed8fbd6fe049796092c464896c7953305ab9e5e6e14,1,ENABLED,90024,SPKb7rPd9QU5vCHyRyqDRJnkZLYwoyi5Ea,1519145945,1798471,1518710402,323326,139.59.242.240:9678
09d8f325123cf91006731e15dcde52b76546a61726eebc443611c31513c64b15,0,NEW_START_REQUIRED,90024,SPNdgLu2K4Emghzp6L27oeEExSmGXHKBAs,1518133635,786156,0,0,139.59.236.219:9678
03e38a365b537cdf6011ab1230296513c13d91cc1847004ce868ff47c72a6918,0,ENABLED,90024,SXChnHAsyXe3uZkrEuza5atoHtJpz2BwDa,1519146123,1769843,1519141141,331152,159.65.12.240:9678
d7e007852d6ebf96c36af48c03c57455207274a30b56d4024096d33ff3c17a19,1,ENABLED,90024,SUdPDF2kSs2NZGEV86fdvzCFsrQBZV7eec,1519145953,1769668,1518723890,323569,159.65.2.14:9678
f18f5ca2d9252797b1fe209349e32386349f029c2b5e476d9d53b9fd1d12e919,0,ENABLED,90024,SkUZ9nPQNCU3sdJc4DG5PWHrcRUxS4M3Wv,1519146070,1769781,1519136630,331063,128.199.193.16:9678
5ea52d5a9cd751476c3765148433798d5c81fa7041a0818afb93ab6a8ac9d51d,1,ENABLED,90024,SXshwLtK1rhbUwAgvsqo5nt7v5B3gHGTDi,1519146054,1769423,1518736830,323818,159.65.12.4:9678
1e60f7ac0793925095f58b8be037020449272d1ff356434230c1019101b0841f,1,ENABLED,90024,SVtyUPi3Wr14imJKLgraLHrMFTWonQjwDP,1519146100,1769465,1518777214,324536,159.65.10.42:9678
bc4aef5836836d39d2e9a18e6d956c458d8922239d12b0e816c50e6cfec97420,0,ENABLED,90024,SXEw6N8uKLCMPCpJyQzmgHF6AS55eRAo92,1519146380,1769740,1518744881,323955,159.65.15.140:9678
7fc2ceaf29536f3284cd95cef1f85c211c9d304cc084ac55bba9d9cfbceab520,1,ENABLED,90024,SiHKsDVAFJJjJbgUcerwmFugUQsGWkZPUY,1519146253,1769495,1519078796,330059,128.199.65.176:9678
9b6891a1dc5d5ecfb8ebf1f7bf34d0b295f845cac5d1ea2120dc5b5063ac6e21,1,ENABLED,90024,ScA3vz5QLjNmrsPwLUBH49HkJ9nwBeDtid,1519145863,1769099,1518708264,323282,139.59.249.66:9678
